-181.553, 69.622, 2.216,  7.309
-181.547, 69.549, 2.224,  7.342
-181.542, 69.474, 2.231,  7.375
-181.536, 69.400, 2.238,  7.408
-181.531, 69.325, 2.246,  7.441
-181.525, 69.251, 2.253,  7.474
-181.520, 69.175, 2.261,  7.507
-181.515, 69.100, 2.268,  7.540
-181.509, 69.024, 2.276,  7.573
-181.504, 68.948, 2.283,  7.606
-181.499, 68.872, 2.291,  7.639
-181.494, 68.796, 2.298,  7.672
-181.490, 68.719, 2.306,  7.705
-181.485, 68.642, 2.313,  7.738
-181.480, 68.565, 2.321,  7.771
-181.476, 68.487, 2.329,  7.804
-181.472, 68.410, 2.337,  7.837
-181.467, 68.332, 2.344,  7.870
-181.463, 68.253, 2.352,  7.903
-181.459, 68.175, 2.360,  7.936
-181.455, 68.096, 2.367,  7.969
-181.451, 68.017, 2.375,  8.002
-181.447, 67.938, 2.383,  8.035
-181.443, 67.858, 2.390,  8.068
-181.439, 67.778, 2.398,  8.101
-181.436, 67.698, 2.406,  8.134
-181.432, 67.618, 2.414,  8.167
-181.429, 67.537, 2.422,  8.200
-181.425, 67.456, 2.430,  8.233
-181.422, 67.375, 2.438,  8.266
-181.419, 67.294, 2.446,  8.299
-181.416, 67.212, 2.454,  8.332
-181.413, 67.130, 2.462,  8.365
-181.410, 67.048, 2.470,  8.398
-181.407, 66.965, 2.478,  8.431
-181.404, 66.883, 2.486,  8.464
-181.401, 66.800, 2.494,  8.497
-181.399, 66.716, 2.502,  8.530
-181.396, 66.633, 2.510,  8.563
-181.394, 66.549, 2.519,  8.596
-181.391, 66.465, 2.527,  8.629
-181.389, 66.380, 2.535,  8.662
-181.387, 66.296, 2.543,  8.695
-181.384, 66.211, 2.552,  8.728
-181.382, 66.125, 2.560,  8.761
-181.380, 66.040, 2.568,  8.794
-181.378, 65.954, 2.577,  8.827
-181.376, 65.868, 2.585,  8.860
-181.374, 65.781, 2.593,  8.893
-181.373, 65.695, 2.602,  8.926
-181.371, 65.608, 2.610,  8.959
-181.369, 65.521, 2.619,  8.992
-181.368, 65.433, 2.627,  9.025
-181.366, 65.345, 2.636,  9.058
-181.364, 65.257, 2.644,  9.091
-181.363, 65.169, 2.653,  9.124
-181.362, 65.080, 2.661,  9.157
-181.360, 64.991, 2.670,  9.190
-181.359, 64.902, 2.679,  9.223
-181.358, 64.813, 2.687,  9.256
-181.357, 64.723, 2.696,  9.289
-181.356, 64.633, 2.705,  9.322
-181.355, 64.542, 2.714,  9.355
-181.354, 64.452, 2.722,  9.388
-181.353, 64.361, 2.731,  9.421
-181.352, 64.269, 2.740,  9.454
-181.351, 64.178, 2.749,  9.487
-181.350, 64.086, 2.758,  9.520
-181.349, 63.994, 2.767,  9.553
-181.349, 63.901, 2.776,  9.586
-181.348, 63.809, 2.785,  9.619
-181.347, 63.716, 2.794,  9.652
-181.347, 63.622, 2.803,  9.685
-181.346, 63.529, 2.812,  9.718
-181.346, 63.435, 2.821,  9.751
-181.345, 63.340, 2.830,  9.784
-181.345, 63.246, 2.840,  9.817
-181.345, 63.151, 2.849,  9.850
-181.344, 63.056, 2.858,  9.883
-181.344, 62.960, 2.867,  9.916
-181.344, 62.864, 2.877,  9.949
-181.344, 62.768, 2.886,  9.982
-181.343, 62.672, 2.896, 10.015
-181.343, 62.575, 2.905, 10.048
-181.343, 62.478, 2.914, 10.081
-181.343, 62.381, 2.924, 10.114
-181.343, 62.283, 2.934, 10.147
-181.343, 62.185, 2.943, 10.180
-181.343, 62.086, 2.953, 10.213
-181.343, 61.988, 2.962, 10.246
-181.343, 61.889, 2.972, 10.279
-181.343, 61.789, 2.982, 10.312
-181.343, 61.690, 2.991, 10.345
-181.343, 61.590, 3.001, 10.378
-181.344, 61.490, 3.011, 10.411
-181.344, 61.389, 3.021, 10.444
-181.344, 61.288, 3.031, 10.477
-181.344, 61.187, 3.040, 10.510
-181.345, 61.085, 3.050, 10.543
-181.345, 60.983, 3.060, 10.576
-181.345, 60.881, 3.070, 10.609
-181.345, 60.778, 3.080, 10.642
-181.346, 60.675, 3.090, 10.675
-181.346, 60.572, 3.101, 10.708
-181.347, 60.468, 3.111, 10.741
-181.347, 60.365, 3.121, 10.774
-181.347, 60.260, 3.131, 10.807
-181.348, 60.156, 3.141, 10.840
-181.348, 60.051, 3.152, 10.873
-181.349, 59.945, 3.162, 10.906
-181.349, 59.840, 3.172, 10.939
-181.350, 59.734, 3.183, 10.972
-181.350, 59.627, 3.193, 11.005
-181.351, 59.521, 3.204, 11.038
-181.351, 59.414, 3.214, 11.071
-181.352, 59.306, 3.225, 11.104
-181.352, 59.198, 3.235, 11.137
-181.353, 59.090, 3.246, 11.170
-181.353, 58.982, 3.256, 11.203
-181.354, 58.873, 3.267, 11.236
-181.354, 58.764, 3.278, 11.269
-181.355, 58.654, 3.289, 11.302
-181.355, 58.544, 3.299, 11.335
-181.356, 58.434, 3.310, 11.368
-181.356, 58.324, 3.321, 11.401
-181.357, 58.213, 3.332, 11.434
-181.358, 58.101, 3.343, 11.467
-181.358, 57.990, 3.354, 11.500
-181.359, 57.877, 3.365, 11.533
-181.359, 57.765, 3.376, 11.566
-181.360, 57.652, 3.387, 11.599
-181.361, 57.539, 3.398, 11.632
-181.361, 57.426, 3.409, 11.665
-181.362, 57.312, 3.420, 11.698
-181.362, 57.197, 3.431, 11.731
-181.363, 57.083, 3.443, 11.764
-181.364, 56.968, 3.454, 11.797
-181.364, 56.852, 3.465, 11.830
-181.365, 56.736, 3.477, 11.863
-181.365, 56.620, 3.488, 11.896
-181.366, 56.504, 3.500, 11.929
-181.366, 56.387, 3.511, 11.962
-181.367, 56.269, 3.523, 11.995
-181.368, 56.152, 3.534, 12.028
-181.368, 56.034, 3.546, 12.061
-181.369, 55.915, 3.557, 12.094
-181.369, 55.796, 3.569, 12.127
-181.370, 55.677, 3.581, 12.160
-181.370, 55.557, 3.593, 12.193
-181.371, 55.437, 3.604, 12.226
-181.372, 55.317, 3.616, 12.259
-181.372, 55.196, 3.628, 12.292
-181.373, 55.075, 3.640, 12.325
-181.373, 54.953, 3.652, 12.358
-181.374, 54.831, 3.664, 12.391
-181.374, 54.709, 3.676, 12.424
-181.375, 54.586, 3.688, 12.457
-181.375, 54.463, 3.700, 12.490
-181.376, 54.339, 3.712, 12.523
-181.376, 54.215, 3.725, 12.556
-181.377, 54.090, 3.737, 12.589
-181.377, 53.966, 3.749, 12.622
-181.378, 53.840, 3.761, 12.655
-181.378, 53.715, 3.774, 12.688
-181.379, 53.589, 3.786, 12.721
-181.379, 53.462, 3.798, 12.754
-181.380, 53.335, 3.811, 12.787
-181.380, 53.208, 3.824, 12.820
-181.381, 53.080, 3.836, 12.853
-181.381, 52.952, 3.849, 12.886
-181.381, 52.823, 3.861, 12.919
-181.382, 52.694, 3.874, 12.952
-181.382, 52.565, 3.887, 12.985
-181.383, 52.435, 3.900, 13.018
-181.383, 52.304, 3.912, 13.051
-181.383, 52.174, 3.925, 13.084
-181.384, 52.043, 3.938, 13.117
-181.384, 51.911, 3.951, 13.150
-181.385, 51.779, 3.963, 13.183
-181.385, 51.647, 3.976, 13.216
-181.385, 51.514, 3.989, 13.249
-181.386, 51.380, 4.002, 13.282
-181.386, 51.247, 4.015, 13.315
-181.386, 51.113, 4.027, 13.348
-181.387, 50.978, 4.040, 13.381
-181.387, 50.843, 4.053, 13.414
-181.387, 50.708, 4.066, 13.447
-181.388, 50.572, 4.079, 13.480
-181.388, 50.435, 4.092, 13.513
-181.388, 50.299, 4.105, 13.546
-181.388, 50.161, 4.119, 13.579
-181.389, 50.024, 4.132, 13.612
-181.389, 49.886, 4.145, 13.645
-181.389, 49.747, 4.158, 13.678
-181.390, 49.608, 4.171, 13.711
-181.390, 49.469, 4.184, 13.744
-181.390, 49.329, 4.198, 13.777
-181.390, 49.189, 4.211, 13.810
-181.390, 49.048, 4.225, 13.843
-181.391, 48.907, 4.238, 13.876
-181.391, 48.765, 4.251, 13.909
-181.391, 48.623, 4.265, 13.942
-181.391, 48.481, 4.279, 13.975
-181.391, 48.338, 4.292, 14.008
-181.392, 48.194, 4.306, 14.041
-181.392, 48.051, 4.320, 14.074
-181.392, 47.906, 4.333, 14.107
-181.392, 47.761, 4.347, 14.140
-181.392, 47.616, 4.361, 14.173
-181.392, 47.470, 4.375, 14.206
-181.393, 47.324, 4.389, 14.239
-181.393, 47.178, 4.403, 14.272
-181.393, 47.031, 4.417, 14.305
-181.393, 46.883, 4.431, 14.338
-181.393, 46.735, 4.445, 14.371
-181.393, 46.586, 4.459, 14.404
-181.393, 46.437, 4.473, 14.437
-181.393, 46.288, 4.488, 14.470
-181.394, 46.138, 4.502, 14.503
-181.394, 45.987, 4.516, 14.536
-181.394, 45.837, 4.531, 14.569
-181.394, 45.685, 4.545, 14.602
-181.394, 45.533, 4.560, 14.635
-181.394, 45.381, 4.574, 14.668
-181.394, 45.228, 4.589, 14.701
-181.394, 45.075, 4.604, 14.734
-181.394, 44.921, 4.618, 14.767
-181.394, 44.767, 4.633, 14.800
-181.394, 44.612, 4.648, 14.833
-181.394, 44.456, 4.663, 14.866
-181.394, 44.301, 4.678, 14.899
-181.394, 44.144, 4.693, 14.932
-181.394, 43.988, 4.708, 14.965
-181.394, 43.830, 4.723, 14.998
-181.394, 43.672, 4.738, 15.031
-181.394, 43.514, 4.753, 15.064
-181.395, 43.355, 4.768, 15.097
-181.395, 43.196, 4.783, 15.130
-181.395, 43.036, 4.799, 15.163
-181.395, 42.876, 4.814, 15.196
-181.395, 42.715, 4.830, 15.229
-181.395, 42.554, 4.845, 15.262
-181.395, 42.392, 4.860, 15.295
-181.395, 42.229, 4.876, 15.328
-181.395, 42.066, 4.891, 15.361
-181.395, 41.903, 4.907, 15.394
-181.395, 41.739, 4.923, 15.427
-181.395, 41.574, 4.939, 15.460
-181.394, 41.409, 4.954, 15.493
-181.394, 41.244, 4.970, 15.526
-181.394, 41.078, 4.986, 15.559
-181.394, 40.911, 5.002, 15.592
-181.394, 40.744, 5.018, 15.625
-181.394, 40.576, 5.034, 15.658
-181.394, 40.408, 5.051, 15.691
-181.394, 40.239, 5.067, 15.724
-181.394, 40.070, 5.083, 15.757
-181.394, 39.900, 5.098, 15.790
-181.394, 39.730, 5.108, 15.823
-181.394, 39.560, 5.105, 15.856
-181.394, 39.390, 5.091, 15.889
-181.394, 39.221, 5.079, 15.922
-181.394, 39.052, 5.075, 15.955
-181.394, 38.883, 5.078, 15.988
-181.394, 38.714, 5.086, 16.021
-181.394, 38.544, 5.098, 16.054
-181.394, 38.373, 5.115, 16.087
-181.393, 38.202, 5.135, 16.120
-181.393, 38.030, 5.156, 16.153
-181.393, 37.858, 5.179, 16.186
-181.393, 37.684, 5.203, 16.219
-181.393, 37.510, 5.228, 16.252
-181.393, 37.335, 5.253, 16.285
-181.393, 37.160, 5.277, 16.318
-181.393, 36.983, 5.301, 16.351
-181.393, 36.805, 5.325, 16.384
-181.393, 36.627, 5.349, 16.417
-181.393, 36.448, 5.372, 16.450
-181.393, 36.269, 5.395, 16.483
-181.392, 36.088, 5.417, 16.516
-181.392, 35.907, 5.439, 16.549
-181.392, 35.725, 5.460, 16.582
-181.392, 35.543, 5.481, 16.615
-181.392, 35.359, 5.501, 16.648
-181.392, 35.176, 5.522, 16.681
-181.392, 34.991, 5.542, 16.714
-181.392, 34.806, 5.562, 16.747
-181.391, 34.620, 5.581, 16.780
-181.391, 34.433, 5.601, 16.813
-181.391, 34.246, 5.621, 16.846
-181.391, 34.058, 5.640, 16.879
-181.391, 33.870, 5.659, 16.912
-181.391, 33.680, 5.679, 16.945
-181.391, 33.491, 5.698, 16.978
-181.391, 33.300, 5.718, 17.011
-181.390, 33.109, 5.737, 17.044
-181.390, 32.917, 5.756, 17.077
-181.390, 32.725, 5.776, 17.110
-181.390, 32.532, 5.795, 17.143
-181.390, 32.338, 5.814, 17.176
-181.390, 32.144, 5.834, 17.209
-181.390, 31.949, 5.853, 17.242
-181.389, 31.753, 5.873, 17.275
-181.389, 31.557, 5.893, 17.308
-181.389, 31.360, 5.912, 17.341
-181.389, 31.162, 5.932, 17.374
-181.389, 30.964, 5.952, 17.407
-181.389, 30.765, 5.972, 17.440
-181.388, 30.565, 5.991, 17.473
-181.388, 30.365, 6.011, 17.506
-181.388, 30.164, 6.031, 17.539
-181.388, 29.963, 6.051, 17.572
-181.388, 29.760, 6.072, 17.605
-181.387, 29.557, 6.092, 17.638
-181.387, 29.354, 6.112, 17.671
-181.387, 29.149, 6.133, 17.704
-181.387, 28.944, 6.153, 17.737
-181.387, 28.739, 6.174, 17.770
-181.386, 28.532, 6.194, 17.803
-181.386, 28.325, 6.215, 17.836
-181.386, 28.118, 6.236, 17.869
-181.386, 27.909, 6.256, 17.902
-181.385, 27.700, 6.277, 17.935
-181.385, 27.490, 6.298, 17.968
-181.385, 27.280, 6.319, 18.001
-181.385, 27.068, 6.340, 18.034
-181.384, 26.856, 6.361, 18.067
-181.384, 26.644, 6.382, 18.100
-181.384, 26.431, 6.403, 18.133
-181.384, 26.216, 6.425, 18.166
-181.384, 26.002, 6.446, 18.199
-181.383, 25.786, 6.468, 18.232
-181.383, 25.570, 6.489, 18.265
-181.383, 25.353, 6.511, 18.298
-181.382, 25.135, 6.532, 18.331
-181.382, 24.917, 6.554, 18.364
-181.382, 24.698, 6.576, 18.397
-181.382, 24.478, 6.598, 18.430
-181.381, 24.258, 6.620, 18.463
-181.381, 24.036, 6.642, 18.496
-181.381, 23.814, 6.664, 18.529
-181.380, 23.592, 6.686, 18.562
-181.380, 23.368, 6.709, 18.595
-181.380, 23.144, 6.731, 18.628
-181.379, 22.919, 6.754, 18.661
-181.379, 22.693, 6.776, 18.694
-181.379, 22.467, 6.798, 18.727
-181.379, 22.239, 6.820, 18.760
-181.378, 22.011, 6.843, 18.793
-181.378, 21.783, 6.865, 18.826
-181.378, 21.553, 6.887, 18.859
-181.377, 21.323, 6.909, 18.892
-181.377, 21.092, 6.932, 18.925
-181.376, 20.860, 6.954, 18.958
-181.376, 20.628, 6.977, 18.991
-181.376, 20.395, 6.999, 19.024
-181.375, 20.161, 7.022, 19.057
-181.375, 19.926, 7.045, 19.090
-181.375, 19.691, 7.068, 19.123
-181.374, 19.455, 7.091, 19.156
-181.374, 19.217, 7.114, 19.189
-181.374, 18.980, 7.138, 19.222
-181.373, 18.741, 7.161, 19.255
-181.373, 18.502, 7.185, 19.288
-181.372, 18.262, 7.208, 19.321
-181.372, 18.021, 7.232, 19.354
-181.372, 17.779, 7.255, 19.387
-181.371, 17.537, 7.279, 19.420
-181.371, 17.293, 7.303, 19.453
-181.370, 17.049, 7.327, 19.486
-181.370, 16.804, 7.351, 19.519
-181.369, 16.559, 7.375, 19.552
-181.369, 16.312, 7.399, 19.585
-181.368, 16.065, 7.424, 19.618
-181.368, 15.817, 7.448, 19.651
-181.368, 15.568, 7.472, 19.684
-181.367, 15.318, 7.497, 19.717
-181.367, 15.068, 7.521, 19.750
-181.366, 14.816, 7.546, 19.783
-181.366, 14.564, 7.570, 19.816
-181.365, 14.311, 7.595, 19.849
-181.365, 14.057, 7.619, 19.882
-181.364, 13.803, 7.644, 19.915
-181.364, 13.547, 7.669, 19.948
-181.363, 13.291, 7.694, 19.981
-181.363, 13.034, 7.718, 20.014
-181.362, 12.776, 7.743, 20.047
-181.362, 12.517, 7.768, 20.080
-181.361, 12.258, 7.793, 20.113
-181.361, 11.997, 7.819, 20.146
-181.360, 11.736, 7.844, 20.179
-181.359, 11.474, 7.869, 20.212
-181.359, 11.211, 7.895, 20.245
-181.358, 10.947, 7.921, 20.278
-181.358, 10.683, 7.946, 20.311
-181.357, 10.417, 7.972, 20.344
-181.357, 10.151, 7.998, 20.377
-181.356, 9.883, 8.024, 20.410
-181.355, 9.615, 8.051, 20.443
-181.355, 9.346, 8.077, 20.476
-181.354, 9.076, 8.103, 20.509
-181.354, 8.806, 8.130, 20.542
-181.353, 8.534, 8.157, 20.575
-181.352, 8.261, 8.183, 20.608
-181.352, 7.988, 8.210, 20.641
-181.351, 7.713, 8.237, 20.674
-181.351, 7.438, 8.264, 20.707
-181.350, 7.162, 8.291, 20.740
-181.349, 6.885, 8.318, 20.773
-181.349, 6.607, 8.345, 20.806
-181.348, 6.328, 8.373, 20.839
-181.347, 6.048, 8.400, 20.872
-181.347, 5.768, 8.428, 20.905
-181.346, 5.486, 8.456, 20.938
-181.345, 5.204, 8.483, 20.971
